NFE,Elapsed Time,GenerationalDistance,Hypervolume,ITE,InvertedGenerationalDistance
100,0.0032744140000000002,0.15796856655694846,0.0,1,0.4712839849667955
300,0.005485454000000001,0.15334831535108726,0.02927248284852489,2,0.30919558252493345
500,0.0075211060000000005,0.11785204123109651,0.03614687178176481,3,0.25873380550413927
700,0.009116104,0.09702316191796655,0.05221486764868004,4,0.2037774065236989
900,0.010004457000000001,0.0774193976555576,0.06092673416828612,5,0.1570143474937038
1100,0.011137546,0.05760308933640863,0.0791503075627759,6,0.1354305699068548
1300,0.012128426000000001,0.04355310902955858,0.09565923863871091,7,0.10900164552246751
1500,0.0131596,0.02090014385448899,0.11105073463619616,8,0.09359636673950175
1700,0.014109677000000001,0.017667562988785725,0.12897598181075892,9,0.0773911698600908
1900,0.015168991000000001,0.0131706948526117,0.13855647356472792,10,0.06688932854419395
2100,0.016343441,0.009618362590203444,0.14894089428481655,11,0.05435587091970459
2300,0.017701626,0.00696298449285836,0.15493539425610614,12,0.04965923491022997
2500,0.018973550000000002,0.004383588159246244,0.16039777320272317,13,0.04409945010725107
2700,0.020318008000000002,0.0034554163655553666,0.16328638165947865,14,0.03961418688922722
2900,0.021702716,0.0032745236857276904,0.1729428735961771,15,0.034056306844234434
3100,0.023216573,0.002430874517979726,0.17724718507473813,16,0.03055774863279423
3300,0.024835907,0.002023497798928437,0.18161674685427556,17,0.026226025693592166
3500,0.02642279,0.0017324349355096879,0.1890483910322827,18,0.019579056388624037
3700,0.02819096,0.0017598889518478716,0.19081978480512193,19,0.018970732251350812
3900,0.029882903000000002,0.0014745045782348072,0.19468098168749587,20,0.014316955671597423
4100,0.031627867000000004,0.0013336069770868552,0.19900719588907656,21,0.011396905481860503
4300,0.033496558,0.0011827786756461736,0.20126166669509593,22,0.009852581910297399
4500,0.035388329,0.0012539411858293928,0.20178841589649923,23,0.009520930676249127
4700,0.037419276,0.0012094629378890125,0.20231438785165176,24,0.009180812912897527
4900,0.039433719,0.0011458294594194757,0.20347294858160725,25,0.008403440383374665
5100,0.041706305000000006,0.001182154543869888,0.20389017660438552,26,0.008105822475441872
5300,0.043900107,0.001152976845212572,0.20423756186108138,27,0.007965047425275103
5500,0.04642902,0.0011809115641034692,0.20488719334578392,28,0.007485226729770179
5700,0.048911334,0.001113514231698601,0.20534955095250704,29,0.007069895707140932
5900,0.051293011000000006,0.0011280602378894071,0.2062251887617586,30,0.0063714594292959776
6100,0.05373255800000001,0.0012812084933126672,0.20668897937473865,31,0.00611274907826367
6300,0.056108803000000006,0.0012766005752776399,0.2068431679517642,32,0.006023080982003556
6500,0.058552660000000006,0.001251026826169599,0.2073057055325143,33,0.005831190056222609
6700,0.06127714,0.0012100263447887398,0.20751225045770502,34,0.005682714602378767
6900,0.06401587,0.0012195111341768736,0.20783768057998947,35,0.005228880641081325
7100,0.066596663,0.0011746697157376021,0.20815863687801714,36,0.005077064263416232
7300,0.069119524,0.0011754480987312894,0.20824824979819526,37,0.005064357103459185
7500,0.07152728600000001,0.0011629616365701496,0.20838151148345663,38,0.004993198576471971
7700,0.074068222,0.0012252514892627671,0.20846475916171775,39,0.004969505734569087
7900,0.076746856,0.0012267091337811304,0.20851572029808418,40,0.004908367793064257
8100,0.07936501,0.0012248186245628248,0.20866156356724427,41,0.0048739440669557125
8300,0.08203442200000001,0.0012267745788659057,0.20883499380453985,42,0.004875176335364069
8500,0.08499372300000001,0.0012406503264939118,0.2089044677552123,43,0.004840129444626733
8700,0.08791921700000001,0.0012217750088510083,0.20900334510014787,44,0.004804834732108353
8900,0.090529275,0.0012234641552434859,0.2091083914758234,45,0.0047491733149386955
9100,0.093207499,0.0012242923439571966,0.2091924099854149,46,0.004696610644029346
9300,0.096022982,0.0012055625161901463,0.20931517641160935,47,0.004517976650101623
9500,0.09863996000000001,0.001202646138738881,0.20935993936972086,48,0.004516101184491584
9700,0.10130348600000001,0.001200232486655356,0.20940073556976987,49,0.004518363574893692
9900,0.10386566900000001,0.0012136360786461342,0.20943556634221772,50,0.0044983178578467215
10100,0.10652365200000001,0.0011932941701510136,0.2094623751737149,51,0.004464674001550602
