NFE,Elapsed Time,GenerationalDistance,Hypervolume,ITE,InvertedGenerationalDistance
100.0,0.0024292006,0.19219616465712655,0.0,1.0,0.46502534345695545
200.0,0.0060295552,0.167512050711014,0.00021291473922352373,2.0,0.41608219417985504
300.0,0.0084922555,0.1465153087907112,0.002222106230803894,3.0,0.36051973951577276
400.0,0.010431012399999998,0.12250298968740188,0.006164934468849544,4.0,0.30729092478611025
500.0,0.012570911300000001,0.11187490178241197,0.01373567697077526,5.0,0.26564688520914104
600.0,0.0143480487,0.09437286335946221,0.02164897088382879,6.0,0.22846212793285753
700.0,0.016085178999999998,0.08307425507331588,0.0315172720944062,7.0,0.20597743623761824
800.0,0.0177833724,0.06903799398558504,0.04574282617609683,8.0,0.17658782600014347
900.0,0.019473228899999997,0.05316537912089836,0.05782989854271536,9.0,0.1555833878006087
1000.0,0.021182294899999995,0.04814386122480067,0.06742159572474046,10.0,0.14021727941360637
1100.0,0.023009931200000003,0.040367804831533585,0.0768395272207675,11.0,0.12494915636777071
1200.0,0.0248894411,0.030012475917441606,0.09138848368948622,12.0,0.11063256362197782
1300.0,0.026800367599999996,0.025603193306329118,0.10289241359665675,13.0,0.0980059998045183
1400.0,0.028783680899999997,0.02188100148767788,0.11314864835857792,14.0,0.08649145849906174
1500.0,0.030921344,0.01758242150246129,0.12369419042422322,15.0,0.07690759670224105
1600.0,0.033131403899999995,0.015162075827019148,0.1327364638762623,16.0,0.06774840325190412
1700.0,0.03544711860000001,0.01210940799341973,0.14115192596826806,17.0,0.06047966789774637
1800.0,0.0377594579,0.01008757509597502,0.14788718951006036,18.0,0.05365924677848124
1900.0,0.040195892299999994,0.00797967542938656,0.1541609284038252,19.0,0.04737887224701335
2000.0,0.042596336,0.007051508718019328,0.16054253612898242,20.0,0.04210991207820813
2100.0,0.04517552649999999,0.00585021941097657,0.16514958375037955,21.0,0.03721604769441232
2200.0,0.0479330005,0.0045810495176679105,0.17080820753332068,22.0,0.032902724242662766
2300.0,0.050890918900000005,0.0038790542624452195,0.17527027973069267,23.0,0.02932963700625384
2400.0,0.05401151120000001,0.00323556889189619,0.17930172928253188,24.0,0.025474595933015633
2500.0,0.05739778979999999,0.00289360344266213,0.18292560227011392,25.0,0.02280068784284987
2600.0,0.06111304780000001,0.00247135960107569,0.18593450256770383,26.0,0.020663398436537528
2700.0,0.065080504,0.00210691594972007,0.18839759577933093,27.0,0.01872948452981265
2800.0,0.06926754090000001,0.0018900320519491802,0.19054195335600324,28.0,0.01709699301676549
2900.0,0.0736977992,0.00168935538671035,0.19267928805556195,29.0,0.015373729491734428
3000.0,0.07823417399999999,0.00150313015731511,0.19453088073528793,30.0,0.01392613712448045
3100.0,0.0828041078,0.0013836030335575198,0.19577231815147816,31.0,0.012965638529685181
