NFE,Elapsed Time,GenerationalDistance,Hypervolume,ITE,InvertedGenerationalDistance
100.0,0.0055503505000000005,0.19219616465712655,0.0,1.0,0.46502534345695545
200.0,0.008890889000000003,0.16381827201177407,0.0,2.0,0.43304240874682476
300.0,0.0112308367,0.14700304710359105,0.00207062634664156,3.0,0.3732787213822459
400.0,0.013172857,0.12175743620546302,0.00536660558778978,4.0,0.31281714841607605
500.0,0.014846359399999998,0.10029735732686622,0.00831217603347268,5.0,0.27546803620785554
600.0,0.016396246100000005,0.0856118064071858,0.02163255071532028,6.0,0.23262323878866392
700.0,0.017803044499999997,0.06942536334203263,0.03559868539240484,7.0,0.19926942161219963
800.0,0.019233061599999997,0.05969937176434398,0.052828684507626844,8.0,0.17021336483143212
900.0,0.020690710799999994,0.043990061495167786,0.066952079020482,9.0,0.151468670619415
1000.0,0.0221461555,0.038615573283840354,0.08291475414931575,10.0,0.12362607401949977
1100.0,0.0236013915,0.03336172378339675,0.0951202595478896,11.0,0.1061777583588018
1200.0,0.025099185200000002,0.02651639915843369,0.10587096593973304,12.0,0.09647216829450414
1300.0,0.0266344267,0.020146255534926518,0.11652441686984953,13.0,0.08528206949633031
1400.0,0.028188737699999994,0.016121399463689852,0.12549589536024328,14.0,0.07590923727541236
1500.0,0.029802672699999994,0.01382313145027965,0.13687950039348235,15.0,0.06323939654007837
1600.0,0.031479926000000005,0.01043032955964312,0.14556745446163327,16.0,0.05512599776664891
1700.0,0.0332741555,0.00847351528683613,0.15260723495400305,17.0,0.04887487475581057
1800.0,0.03530167329999999,0.006654898027794981,0.15799900653966037,18.0,0.04373061039746995
1900.0,0.0376279617,0.00588610774031407,0.16410349385721845,19.0,0.03825344885485621
2000.0,0.039995810400000005,0.00479844960118494,0.16994780530767595,20.0,0.03422719882232903
2100.0,0.0424779493,0.004059965873060359,0.1745540763687559,21.0,0.029956147346509376
2200.0,0.0452587383,0.00338692717840079,0.17883308705777687,22.0,0.026233676906139192
2300.0,0.048302949500000004,0.0028975829989282996,0.1821683209029533,23.0,0.02358652035119601
2400.0,0.051353842100000005,0.00250653353752274,0.1854000144187988,24.0,0.021110085306663973
2500.0,0.05471056070000001,0.0021071611331090504,0.18808376711535774,25.0,0.01888020417784557
2600.0,0.0582519995,0.00179342746103455,0.19074486204810387,26.0,0.016612493179732457
2700.0,0.061895890499999995,0.0015744886728684703,0.19278125547949845,27.0,0.015119211712357342
2800.0,0.0656874849,0.0014108012065138797,0.19469915756445613,28.0,0.01357475241902652
2900.0,0.06957568979999999,0.0013022165730183083,0.19615978286210806,29.0,0.012597078555158339
3000.0,0.07379717029999999,0.0011986710878037967,0.1974445689573595,30.0,0.01166192870071936
3100.0,0.0782340045,0.0011116248725015908,0.19868147327915495,31.0,0.010652071697870571
3200.0,0.0828064592,0.0010690464741672056,0.19986195904973775,32.0,0.00986982797623484
3300.0,0.08733860350000001,0.0010102211198995937,0.20072664095531914,33.0,0.009260332170187732
3400.0,0.09191358779999999,0.0009766605649123724,0.20150678378239167,34.0,0.00866041044015996
3500.0,0.09663656470000001,0.0009453425942781543,0.20209822951891093,35.0,0.0081402513514762
3600.0,0.10137894079999998,0.0009243308642497593,0.20270928534012297,36.0,0.0076708059285021295
3700.0,0.10616171199999999,0.0008903181129183918,0.20326908808458385,37.0,0.00735643805972612
3800.0,0.11099980090000001,0.0008729082701991726,0.20379205509928316,38.0,0.00698974505859907
3900.0,0.1165917009,0.0008598097033699212,0.20427799359708482,39.0,0.006716879656912041
4000.0,0.12110007960000002,0.0008529996453896464,0.20469948958343614,40.0,0.00645083728773334
4100.0,0.1255740183,0.0008415444637570352,0.20506790904679795,41.0,0.00625444403548768
4200.0,0.1300490326,0.0008269483633357484,0.2054134713344946,42.0,0.00603418534020852
4300.0,0.1345985707,0.000809367100544641,0.20585072525847742,43.0,0.005802502450691289
4400.0,0.13913236269999998,0.0008029234190983295,0.20616850424224104,44.0,0.00564043141095842
4500.0,0.1437389544,0.0008023967456484149,0.20654336374655466,45.0,0.005309550757429329
4600.0,0.1483733605,0.0007786214102057981,0.20681413969485546,46.0,0.00513490643295547
4700.0,0.15301090700000003,0.0007901009984276819,0.20707915086723822,47.0,0.005009697698292139
4800.0,0.1575789447,0.000777154221653105,0.20723939851059692,48.0,0.0049205569614124
4900.0,0.1622735906,0.0007943140436698495,0.20740611624638894,49.0,0.004835801856489729
5000.0,0.1669401755,0.0007792170313074573,0.20764322243966263,50.0,0.00475168532815355
5100.0,0.1715997621,0.0007889575037734898,0.20778488471945397,51.0,0.00468660585605315
5200.0,0.1763413705,0.0007963133128762775,0.20795056687551233,52.0,0.00459116198708155
5300.0,0.1809904812,0.000814903541664861,0.20809343752229797,53.0,0.00451194240467526
5400.0,0.18560352179999998,0.0008104944026632512,0.2082456178479252,54.0,0.00442729154293754
5500.0,0.1904789317,0.000790067378536438,0.20838260080925813,55.0,0.00429154979357356
5600.0,0.1951957272,0.000800893881879256,0.20845425105819304,56.0,0.00432136519496455
5700.0,0.19989294340000002,0.0008039533631835243,0.20856461610878468,57.0,0.0042813205176960595
5800.0,0.20461573319999998,0.0007806023915872527,0.208694225984905,58.0,0.0041900905575671
5900.0,0.20943197389999998,0.000769795776268783,0.2087807159402313,59.0,0.00414958583273667
6000.0,0.21438799300000003,0.0007769269839195843,0.20889585571490218,60.0,0.0040609327284459205
6100.0,0.219308463,0.0007877713051433208,0.20893848093969067,61.0,0.004065195078900891
6200.0,0.22417958050000003,0.0007808744927281398,0.20902592755429644,62.0,0.003941600913202739
