NFE,Elapsed Time,GenerationalDistance,Hypervolume,ITE,InvertedGenerationalDistance
100,0.003189986,0.19201268370595534,0.0,1,0.4896502048535637
200,0.006973784,0.17542591157395548,0.0,2,0.3821533393575801
300,0.008908032,0.16424641617515684,0.0,3,0.35271568590632335
400,0.010577153,0.10725898362858975,0.0,4,0.2931410754935935
500,0.012638903,0.10473932470401941,0.005685924144274153,5,0.2825842092309197
600,0.014360683,0.08624911126191626,0.006887468681628947,6,0.2618926953939759
700,0.016090939000000002,0.0746484417441088,0.021356024925734553,7,0.23813262152849257
800,0.017750614,0.07167945454599889,0.04769486621694832,8,0.1712719300119287
900,0.019635740000000002,0.05239947318383492,0.07300533882843398,9,0.13080911701355158
1000,0.021382343,0.0397187530147039,0.08113718124294067,10,0.12084276231982471
1100,0.023423894,0.03476907633663652,0.08656282421751382,11,0.11250293235830813
1200,0.025586144,0.0230194904545228,0.09728599443306071,12,0.10066952172186076
1300,0.027752637,0.020166689147030733,0.10860964760679216,13,0.08872121769931125
1400,0.029720088000000002,0.018357872167855182,0.12142995888854022,14,0.07631545368538407
1500,0.032139228,0.015399443572144315,0.12874362644936502,15,0.0684659568429871
1600,0.034694098,0.012484342508499871,0.1318032830675593,16,0.06648841824291817
1700,0.037502788,0.009848686362441135,0.13888695233597817,17,0.058123207573943535
1800,0.040503005,0.008984700166351726,0.14563262192753756,18,0.05084722060295013
1900,0.043478451,0.0071398237728394955,0.14998031398878173,19,0.04762912938120558
2000,0.046452011,0.0062487115519932164,0.15669285773996025,20,0.04209502242336549
2100,0.049261004000000004,0.005472136468732617,0.15928279733665554,21,0.04001236100500933
2200,0.052348272,0.004628412149368822,0.16555056059881074,22,0.034968772368863546
2300,0.055617348000000004,0.0040530649873379366,0.16884027043831668,23,0.03238483845627428
2400,0.058930476,0.0034414866886047545,0.1742031330596111,24,0.028399360454236983
2500,0.06251656900000001,0.0032880063594706663,0.17777207427218816,25,0.026207531026923792
2600,0.06669994400000001,0.0027984640521090906,0.1794088683278435,26,0.025113576227164702
2700,0.07071867000000001,0.0024425220188149027,0.18187007734622776,27,0.022840286934078795
2800,0.075118184,0.002155438538295335,0.18498227972997316,28,0.02030827919426591
2900,0.07968864,0.0019529620709336766,0.18772632046857649,29,0.01841603197295205
3000,0.08482345200000001,0.001770452233565235,0.18966239341175437,30,0.01694675799295405
3100,0.089472067,0.0015966354138813362,0.19095464263865178,31,0.015984514300406035
3200,0.09396744500000001,0.001445559184194109,0.1929842534614859,32,0.014597855790427806
3300,0.09848994400000001,0.0013591239561100133,0.19478021590595265,33,0.0130907689461656
3400,0.10355443,0.0012485167020974495,0.19616131953834126,34,0.012163561356016308
3500,0.108296314,0.0011240200620139442,0.19787045706949546,35,0.011456503241428202
3600,0.113116906,0.0010683374548912474,0.1984697119740153,36,0.011009343142201136
3700,0.118115201,9.884365561350882E-4,0.1995986024285586,37,0.010346774321798072
3800,0.12296881000000001,8.94113531784616E-4,0.20006902573947227,38,0.009399397099353151
3900,0.128174944,8.257460577338931E-4,0.20107967461634257,39,0.00943599433601351
4000,0.13376479500000002,9.83187163888263E-4,0.20193338979736686,40,0.008660007844698793
4100,0.13947599400000002,9.622311865633579E-4,0.2021907965036712,41,0.008522307495258835
4200,0.144617871,9.840323778976753E-4,0.20269555472352438,42,0.008160865074084736
4300,0.15028549900000002,9.708309283097295E-4,0.2028705901984381,43,0.008260757211030789
4400,0.15608617800000002,9.116094197315338E-4,0.2033323718331156,44,0.008164967502934098
4500,0.16131347000000001,9.27788945289283E-4,0.20349890651424443,45,0.008032733275996093
