NFE,Elapsed Time,GenerationalDistance,Hypervolume,ITE,InvertedGenerationalDistance
100,0.00256855,0.15796856655694846,0.0,1,0.4712839849667955
200,0.004191352000000001,0.14224405477848603,0.0,2,0.44323717024390213
300,0.005317235,0.14750713504236032,0.0,3,0.39857599329960564
400,0.006470172000000001,0.10302883616701758,0.005277140705766061,4,0.2903560288049977
500,0.007789438,0.08735000536242439,0.005433625797875288,5,0.2743871985713799
600,0.009191198000000001,0.07711282341200659,0.018180963456245598,6,0.23932877246658127
700,0.010509775,0.06561981235682239,0.018646753264220627,7,0.22490705734095168
800,0.011836129,0.06087706512354805,0.03964527332264468,8,0.17786447017296642
900,0.013253741000000001,0.04814889108952361,0.05093469208639722,9,0.16314736055438012
1000,0.014716307000000001,0.03892687316007485,0.06121454658417195,10,0.15217023776170843
1100,0.016033353,0.036848013864194853,0.07040717328584543,11,0.12723409071487704
1200,0.017249086,0.029129044500377458,0.08074488979842277,12,0.11660109433072624
1300,0.018495959000000003,0.027593030289319174,0.08406482281769549,13,0.11293202809567594
1400,0.019955947,0.023097857773763966,0.09910183424642058,14,0.10087668012632117
1500,0.021383258000000002,0.017311827610601897,0.1088708535344852,15,0.088232133138164
1600,0.022797746,0.014579720767081469,0.11792309719594993,16,0.07752264944823312
1700,0.024324474000000002,0.011731645080665916,0.12335852656251699,17,0.07256052802659302
1800,0.025971533,0.010071096395035894,0.13080006600070104,18,0.06744144850754405
1900,0.027808812000000002,0.00944941174196195,0.1374971171701152,19,0.06061142333524186
2000,0.029561616000000002,0.00838081604550889,0.14757001784554616,20,0.053105810453440025
2100,0.031381184,0.007379162404524165,0.15540806624368544,21,0.045524178816264395
2200,0.033467219,0.005958659422393245,0.16108384991789262,22,0.04174703192003557
2300,0.035853213,0.005049745452513704,0.16639536374438257,23,0.03699988809664532
2400,0.038374467,0.0045037025607976115,0.1711642380908414,24,0.03381974966109714
2500,0.040767172000000004,0.004064408937311269,0.17629646700521562,25,0.02906654522897822
2600,0.043070235000000005,0.003380167525410105,0.18021833178810487,26,0.024741627896540438
2700,0.045306674000000005,0.0027331831458314885,0.1842134619490417,27,0.021150099514730195
2800,0.047785651000000005,0.002275948104539372,0.18637758176359345,28,0.019462547732159625
2900,0.050533886,0.0019677297380448254,0.18896539899153886,29,0.017677777780638226
3000,0.053715294000000004,0.0016496458481566343,0.19081447844284546,30,0.015736210223029456
3100,0.057103844,0.0015278747967471952,0.19261328961726798,31,0.01426506117085565
3200,0.060788846,0.0013815232310205228,0.19434376367606668,32,0.013108594079029505
3300,0.064737448,0.0012486217835853228,0.19583685100532866,33,0.012183646068911001
3400,0.06881382,0.0011761972381664494,0.19671401495038857,34,0.011588346542749369
3500,0.072769516,0.001119516010024923,0.1979688545483434,35,0.01079431027085534
3600,0.076454376,0.001091816041855133,0.19869431257878262,36,0.01014032604268042
3700,0.08018220200000001,0.0010729592830679676,0.19942383166389124,37,0.009770712066792687
3800,0.08391119400000001,9.829665406169222E-4,0.20083135956892104,38,0.008894512663683468
3900,0.08771193000000001,9.467037698243919E-4,0.2014785720137369,39,0.00837452585634984
4000,0.091746293,9.21051861152097E-4,0.2023569988648476,40,0.007880113783863437
4100,0.095803859,9.010719725832527E-4,0.20296099626631925,41,0.00743905689927399
4200,0.0995289,8.816395585725843E-4,0.2034292845640225,42,0.007211043656618002
4300,0.103273397,8.150874389915842E-4,0.20438984973566773,43,0.0065187456063109
4400,0.107049165,8.509756700996136E-4,0.20505154548845048,44,0.006155132119914874
4500,0.110960974,8.185073436053643E-4,0.20547122599811524,45,0.005846204807857756
4600,0.11534176400000001,8.127903010716439E-4,0.2058646869142311,46,0.005709667316135466
4700,0.11978867800000001,8.926989442791096E-4,0.20627311135814616,47,0.005412613474922402
4800,0.123918599,9.036798022236906E-4,0.20635676357038144,48,0.005283762288928911
4900,0.128030166,8.965123586304126E-4,0.20643651597486565,49,0.005104523392030253
5000,0.132380453,8.580315257801E-4,0.20657769231932388,50,0.0050431777589669225
5100,0.13659792,8.375706038092276E-4,0.20689156336419168,51,0.0048757725563996395
5200,0.140811184,8.875932494982281E-4,0.2072150483055788,52,0.004799394323291144
5300,0.14512601,8.337047489082572E-4,0.20745999773834858,53,0.004728192886346244
5400,0.149498449,8.31555738400292E-4,0.20764257072745065,54,0.00462163691808546
5500,0.154541393,8.402643097927383E-4,0.207888709041372,55,0.004470766378799524
5600,0.158877504,8.462060421488048E-4,0.20796346947613922,56,0.004458080049554065
5700,0.16318775300000002,8.690526141472639E-4,0.20810218900316194,57,0.004625535114315989
5800,0.167606842,8.533821635188126E-4,0.20832482115616385,58,0.00452853523825643
5900,0.17206487,8.815167166608051E-4,0.20832574971064327,59,0.004432238254726922
6000,0.176451731,8.789174096034453E-4,0.20843972160420057,60,0.0045331552529641
6100,0.180768374,8.535490241701804E-4,0.20855879345796774,61,0.0045054050371142315
6200,0.18511100800000002,8.386120495902899E-4,0.20883606258331247,62,0.004125863192397818
6300,0.189962093,8.183604840314954E-4,0.2088353724016857,63,0.004231058714947948
6400,0.19461091600000002,7.7824570544452E-4,0.20895265223208004,64,0.004100432656780872
6500,0.199106515,7.939938045632481E-4,0.20909410330850028,65,0.0040069922352244484
6600,0.203558807,7.448551110133785E-4,0.20926215593994896,66,0.003987753388547199
6700,0.20824129400000002,7.52083157549669E-4,0.20959135130701603,67,0.0035469170315645406
6800,0.21299922100000002,7.815436881605843E-4,0.20962467045058147,68,0.003562972845142456
6900,0.218385353,7.926652991682685E-4,0.20974650433276107,69,0.003520966900610768
7000,0.22375217800000002,7.735995239814337E-4,0.20978749172165007,70,0.003434756577939377
7100,0.228755551,7.798593567260808E-4,0.2098587248714325,71,0.0033788278633650674
7200,0.233660635,7.83962319535938E-4,0.2099381964111907,72,0.003351067643173079
7300,0.238778852,7.379511006178318E-4,0.21001698334335814,73,0.0034214228406168313
7400,0.243991898,7.430750434152302E-4,0.21008240081833268,74,0.0033543327188827023
7500,0.24883279600000002,7.407832365139601E-4,0.20997365360338655,75,0.003507698006171215
7600,0.25392991200000004,7.522317366992215E-4,0.2098436332248667,76,0.00366666236730413
7700,0.258626144,7.674720853469429E-4,0.20978272217709545,77,0.003925388200112113
7800,0.26321925,7.910550991759041E-4,0.20978588578559737,78,0.004009324696168312
7900,0.267895582,7.372185725928968E-4,0.20994479324891488,79,0.003986421074064827
8000,0.272555004,7.426201958523088E-4,0.20994825586986918,80,0.003859081059474355
8100,0.277036864,7.498668692031114E-4,0.2099357717440607,81,0.003911907195207457
8200,0.28184799600000005,8.252339820979507E-4,0.2101504491058068,82,0.00384032537080371
8300,0.286531197,8.118698259173349E-4,0.21018571821430176,83,0.0038135129767419853
8400,0.291088197,8.241848261106118E-4,0.21020852449293626,84,0.00387181742970011
8500,0.29656228300000004,7.999680023731537E-4,0.2101610389280435,85,0.003839212506489529
8600,0.308061954,7.842660665033722E-4,0.21030665098703644,86,0.0035387590009657434
8700,0.312783348,8.008753015662629E-4,0.21036850367808366,87,0.0036278304251750105
8800,0.317579434,7.679467548836982E-4,0.21035062408008018,88,0.0034379063096265875
8900,0.322434394,7.777534741074784E-4,0.21034679393667777,89,0.0034885670147893856
9000,0.32738521000000004,7.956180373033416E-4,0.21042708670069918,90,0.003407680737371003
9100,0.33230006300000003,7.742929351381247E-4,0.2105356905105643,91,0.003406051361497661
9200,0.340971269,7.71171452349913E-4,0.2104076734434253,92,0.003366043865366935
9300,0.350379563,7.722195299281389E-4,0.21042979518270571,93,0.0033893008364815247
9400,0.35617543,7.270532012645057E-4,0.21058381537876908,94,0.003157014160428303
9500,0.36124254100000003,7.232929621571529E-4,0.2105599979094947,95,0.003288285061852691
9600,0.366292642,7.526359890183148E-4,0.21054458652856836,96,0.003206376164959649
9700,0.371324578,7.076208883341946E-4,0.2106246348416641,97,0.0030190645544059887
9800,0.37666841300000004,7.047334839684687E-4,0.21060574217275596,98,0.003118362033728902
9900,0.381759793,6.957482984616025E-4,0.21072058664107599,99,0.0031798661598331766
10000,0.387482804,7.180651399512354E-4,0.2104179125448945,100,0.003444335006222514
